mapping_row_id,campaign_id,campaign_name,normalized_campaign_name,business_unit,marketing_channel,funnel_stage,region,state,account_manager,mapping_status,mapping_comment
MAP0001,IN_GO_1070,Summer Savings | Fashion | Maharashtra | Social,summer_savings_fashion_maharashtra_social,Fashion,Social,Awareness,India,Maharashtra,Ananya Singh,Mapped,Standard mapping applied
MAP0410,IN_GO_1051,Republic Day | Beauty | Gujarat | Social,republic_day_beauty_gujarat_social,Beauty,Social,Conversion,India,Gujarat,Vikram Iyer,Mapped,Standard mapping applied
MAP0411,IN_YO_1007,Monsoon Deals | Grocery | West Bengal | Search,monsoon_deals_grocery_west_bengal_search,Grocery,Search,Retention,India,West Bengal,Aarav Sharma,Mapped,Standard mapping applied
MAP0412,IN_ME_1074,Back to College | Fashion | Telangana | Display,back_to_college_fashion_telangana_display,Fashion,Display,Consideration,India,Telangana,Rohan Patel,Mapped,Standard mapping applied
MAP0413,IN_GO_1053,Republic Day | Travel | Delhi NCR | Programmatic,republic_day_travel_delhi_ncr_programmatic,Travel,Programmatic,Retention,India,Delhi NCR,Aarav Sharma,Mapped,Standard mapping applied
MAP0414,IN_GO_1006,Republic Day | Beauty | Delhi NCR | Display,republic_day_beauty_delhi_ncr_display,Beauty,Display,Conversion,India,Delhi NCR,Vikram Iyer,Mapped,Standard mapping applied
MAP0415,IN_GO_1015,Festive Cashback | Fashion | Maharashtra | Video,festive_cashback_fashion_maharashtra_video,Fashion,Video,Consideration,India,Maharashtra,Meera Nair,Mapped,Standard mapping applied
MAP0416,IN_ME_1019,Back to College | EdTech | Tamil Nadu | Video,back_to_college_edtech_tamil_nadu_video,EdTech,Video,Awareness,India,Tamil Nadu,Sanjay Verma,Mapped,Standard mapping applied
MAP0417,IN_LI_1080,Monsoon Deals | Electronics | Maharashtra | Video,monsoon_deals_electronics_maharashtra_video,Electronics,Video,Awareness,India,Maharashtra,Aarav Sharma,Mapped,Standard mapping applied
MAP0418,IN_YO_1066,Diwali Sale | Grocery | Gujarat | Display,diwali_sale_grocery_gujarat_display,Grocery,Display,Retention,India,Gujarat,Divya Menon,Mapped,Standard mapping applied
MAP0419,IN_GO_1032,Back to College | Home Appliances | Telangana | Programmatic,back_to_college_home_appliances_telangana_programmatic,Home Appliances,Programmatic,Retention,India,Telangana,Neha Gupta,Mapped,Standard mapping applied
MAP0420,IN_YO_1033,IPL Promo | Fashion | Gujarat | Programmatic,ipl_promo_fashion_gujarat_programmatic,Fashion,Programmatic,Retention,India,Gujarat,Meera Nair,Mapped,Standard mapping applied
MAP0421,IN_YO_1049,Republic Day | Home Appliances | Tamil Nadu | Social,republic_day_home_appliances_tamil_nadu_social,,,Consideration,India,Tamil Nadu,Rohan Patel,Missing Mapping,Business unit/channel not mapped
MAP0422,IN_DV_1070,Monsoon Deals | Home Appliances | Tamil Nadu | Video,monsoon_deals_home_appliances_tamil_nadu_video,Home Appliances,Video,Retention,India,Tamil Nadu,Meera Nair,Mapped,Standard mapping applied
MAP0423,IN_ME_1009,New Year | EdTech | Delhi NCR | Social,new_year_edtech_delhi_ncr_social,EdTech,Social,Retention,India,Delhi NCR,Rohan Patel,Mapped,Standard mapping applied
MAP0424,IN_GO_1025,New Year | Grocery | Gujarat | Display,new_year_grocery_gujarat_display,Grocery,Display,Conversion,India,Gujarat,Priya Reddy,Mapped,Standard mapping applied
MAP0425,IN_YO_1004,Festive Cashback | Fashion | Kerala | Programmatic,festive_cashback_fashion_kerala_programmatic,Fashion,Programmatic,Retention,India,Kerala,Karthik Rao,Mapped,Standard mapping applied
MAP0426,IN_DV_1025,New Year | Home Appliances | Gujarat | Display,new_year_home_appliances_gujarat_display,Home Appliances,Display,Retention,India,Gujarat,Neha Gupta,Mapped,Standard mapping applied
MAP0427,IN_DV_1057,Summer Savings | EdTech | Tamil Nadu | Social,summer_savings_edtech_tamil_nadu_social,EdTech,Social,Awareness,India,Tamil Nadu,Meera Nair,Mapped,Standard mapping applied
MAP0428,IN_DV_1079,Festive Cashback | Travel | West Bengal | Display,festive_cashback_travel_west_bengal_display,Travel,Display,Conversion,India,West Bengal,Priya Reddy,Mapped,Standard mapping applied
MAP0429,IN_LI_1069,Wedding Season | EdTech | Karnataka | Search,wedding_season_edtech_karnataka_search,EdTech,Search,Consideration,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
MAP0430,IN_GO_1022,Wedding Season | Home Appliances | Tamil Nadu | Video,wedding_season_home_appliances_tamil_nadu_video,Home Appliances,Video,Conversion,India,Tamil Nadu,Sanjay Verma,Mapped,Standard mapping applied
MAP0431,IN_DV_1053,Back to College | Electronics | Rajasthan | Social,back_to_college_electronics_rajasthan_social,Electronics,Social,Awareness,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0432,IN_DV_1015,Republic Day | Travel | Karnataka | Social,republic_day_travel_karnataka_social,Travel,Social,Consideration,India,Karnataka,Divya Menon,Mapped,Standard mapping applied
MAP0433,IN_LI_1043,New Year | Beauty | Kerala | Display,new_year_beauty_kerala_display,Beauty,Display,Awareness,India,Kerala,Divya Menon,Mapped,Standard mapping applied
MAP0434,IN_ME_1024,IPL Promo | Grocery | Maharashtra | Display,ipl_promo_grocery_maharashtra_display,Grocery,Display,Consideration,India,Maharashtra,Meera Nair,Mapped,Standard mapping applied
MAP0435,IN_GO_1028,Wedding Season | Beauty | Rajasthan | Search,wedding_season_beauty_rajasthan_search,,,Awareness,India,Rajasthan,Priya Reddy,Missing Mapping,Business unit/channel not mapped
MAP0436,IN_LI_1024,Back to College | Grocery | Maharashtra | Programmatic,back_to_college_grocery_maharashtra_programmatic,Grocery,Programmatic,Consideration,India,Maharashtra,Aarav Sharma,Mapped,Standard mapping applied
MAP0437,IN_LI_1023,Republic Day | Electronics | Kerala | Search,republic_day_electronics_kerala_search,Electronics,Search,Consideration,India,Kerala,Ananya Singh,Mapped,Standard mapping applied
MAP0438,IN_LI_1012,Wedding Season | Travel | Uttar Pradesh | Programmatic,wedding_season_travel_uttar_pradesh_programmatic,Grocery,Programmatic,Retention,India,Uttar Pradesh,Priya Reddy,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0439,IN_DV_1036,IPL Promo | Home Appliances | Uttar Pradesh | Social,ipl_promo_home_appliances_uttar_pradesh_social,,,Conversion,India,Uttar Pradesh,Karthik Rao,Missing Mapping,Business unit/channel not mapped
MAP0440,IN_GO_1078,Wedding Season | Travel | Karnataka | Programmatic,wedding_season_travel_karnataka_programmatic,Travel,Programmatic,Awareness,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0441,IN_ME_1079,Wedding Season | Beauty | Kerala | Display,wedding_season_beauty_kerala_display,Beauty,Display,Awareness,India,Kerala,Neha Gupta,Mapped,Standard mapping applied
MAP0442,IN_DV_1045,Festive Cashback | Home Appliances | Karnataka | Display,festive_cashback_home_appliances_karnataka_display,Home Appliances,Display,Consideration,India,Karnataka,Karthik Rao,Mapped,Standard mapping applied
MAP0443,IN_YO_1015,IPL Promo | Grocery | Delhi NCR | Programmatic,ipl_promo_grocery_delhi_ncr_programmatic,Grocery,Programmatic,Conversion,India,Delhi NCR,Karthik Rao,Mapped,Standard mapping applied
MAP0444,IN_ME_1018,Republic Day | Travel | Tamil Nadu | Display,republic_day_travel_tamil_nadu_display,Travel,Display,Awareness,India,Tamil Nadu,Priya Reddy,Mapped,Standard mapping applied
MAP0445,IN_DV_1041,Diwali Sale | EdTech | West Bengal | Programmatic,diwali_sale_edtech_west_bengal_programmatic,EdTech,Programmatic,Consideration,India,West Bengal,Vikram Iyer,Mapped,Standard mapping applied
MAP0446,IN_GO_1078,Diwali Sale | Grocery | Telangana | Display,diwali_sale_grocery_telangana_display,,,Consideration,India,Telangana,Vikram Iyer,Missing Mapping,Business unit/channel not mapped
MAP0447,IN_YO_1058,New Year | Electronics | Maharashtra | Display,new_year_electronics_maharashtra_display,Electronics,Display,Awareness,India,Maharashtra,Rohan Patel,Mapped,Standard mapping applied
MAP0448,IN_YO_1065,Holi Offer | Home Appliances | Maharashtra | Programmatic,holi_offer_home_appliances_maharashtra_programmatic,Home Appliances,Programmatic,Retention,India,Maharashtra,Rohan Patel,Mapped,Standard mapping applied
MAP0449,IN_YO_1005,Holi Offer | EdTech | Gujarat | Programmatic,holi_offer_edtech_gujarat_programmatic,EdTech,Programmatic,Conversion,India,Gujarat,Rohan Patel,Mapped,Standard mapping applied
MAP0450,IN_GO_1040,Republic Day | Home Appliances | Kerala | Search,republic_day_home_appliances_kerala_search,Home Appliances,Search,Awareness,India,Kerala,Vikram Iyer,Mapped,Standard mapping applied
MAP0451,IN_ME_1016,IPL Promo | Beauty | Tamil Nadu | Video,ipl_promo_beauty_tamil_nadu_video,Beauty,Video,Awareness,India,Tamil Nadu,Neha Gupta,Mapped,Standard mapping applied
MAP0452,IN_LI_1019,Summer Savings | Beauty | Uttar Pradesh | Video,summer_savings_beauty_uttar_pradesh_video,,,Retention,India,Uttar Pradesh,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0453,IN_LI_1007,Diwali Sale | Fashion | Gujarat | Search,diwali_sale_fashion_gujarat_search,Home Appliances,Search,Retention,India,Gujarat,Priya Reddy,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0454,IN_LI_1069,Republic Day | Grocery | Rajasthan | Video,republic_day_grocery_rajasthan_video,Grocery,Video,Consideration,India,Rajasthan,Ananya Singh,Mapped,Standard mapping applied
MAP0455,IN_GO_1029,Wedding Season | Grocery | Rajasthan | Display,wedding_season_grocery_rajasthan_display,Grocery,Display,Consideration,India,Rajasthan,Meera Nair,Mapped,Standard mapping applied
MAP0456,IN_ME_1015,Wedding Season | Home Appliances | Gujarat | Search,wedding_season_home_appliances_gujarat_search,Home Appliances,Search,Retention,India,Gujarat,Priya Reddy,Mapped,Standard mapping applied
MAP0457,IN_LI_1072,Back to College | Electronics | Kerala | Display,back_to_college_electronics_kerala_display,Electronics,Display,Awareness,India,Kerala,Neha Gupta,Mapped,Standard mapping applied
MAP0458,IN_DV_1009,Summer Savings | Beauty | Tamil Nadu | Social,summer_savings_beauty_tamil_nadu_social,Beauty,Social,Retention,India,Tamil Nadu,Priya Reddy,Mapped,Standard mapping applied
MAP0459,IN_LI_1076,Monsoon Deals | Travel | Gujarat | Search,monsoon_deals_travel_gujarat_search,Travel,Search,Awareness,India,Gujarat,Karthik Rao,Mapped,Standard mapping applied
MAP0460,IN_YO_1064,Festive Cashback | Electronics | West Bengal | Programmatic,festive_cashback_electronics_west_bengal_programmatic,Electronics,Programmatic,Consideration,India,West Bengal,Aarav Sharma,Mapped,Standard mapping applied
MAP0461,IN_GO_1079,Monsoon Deals | Home Appliances | Telangana | Programmatic,monsoon_deals_home_appliances_telangana_programmatic,Home Appliances,Programmatic,Awareness,India,Telangana,Ananya Singh,Mapped,Standard mapping applied
MAP0462,IN_LI_1066,Republic Day | Electronics | Delhi NCR | Programmatic,republic_day_electronics_delhi_ncr_programmatic,Electronics,Programmatic,Consideration,India,Delhi NCR,Vikram Iyer,Mapped,Standard mapping applied
MAP0463,IN_GO_1056,Holi Offer | EdTech | Maharashtra | Video,holi_offer_edtech_maharashtra_video,EdTech,Video,Retention,India,Maharashtra,Meera Nair,Mapped,Standard mapping applied
MAP0464,IN_DV_1025,Summer Savings | Travel | West Bengal | Social,summer_savings_travel_west_bengal_social,Travel,Social,Consideration,India,West Bengal,Rohan Patel,Mapped,Standard mapping applied
MAP0465,IN_YO_1063,Diwali Sale | Electronics | Telangana | Search,diwali_sale_electronics_telangana_search,Electronics,Search,Consideration,India,Telangana,Ananya Singh,Mapped,Standard mapping applied
MAP0466,IN_DV_1066,Festive Cashback | Home Appliances | Rajasthan | Programmatic,festive_cashback_home_appliances_rajasthan_programmatic,Home Appliances,Programmatic,Retention,India,Rajasthan,Sanjay Verma,Mapped,Standard mapping applied
MAP0467,IN_DV_1070,Festive Cashback | Home Appliances | Kerala | Social,festive_cashback_home_appliances_kerala_social,Home Appliances,Social,Awareness,India,Kerala,Aarav Sharma,Mapped,Standard mapping applied
MAP0468,IN_GO_1067,Holi Offer | Fashion | Kerala | Programmatic,holi_offer_fashion_kerala_programmatic,Fashion,Programmatic,Retention,India,Kerala,Divya Menon,Mapped,Standard mapping applied
MAP0469,IN_GO_1059,Festive Cashback | Electronics | Uttar Pradesh | Video,festive_cashback_electronics_uttar_pradesh_video,Electronics,Video,Consideration,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0470,IN_YO_1073,Diwali Sale | Travel | Delhi NCR | Programmatic,diwali_sale_travel_delhi_ncr_programmatic,Travel,Programmatic,Retention,India,Delhi NCR,Vikram Iyer,Mapped,Standard mapping applied
MAP0471,IN_YO_1010,IPL Promo | Home Appliances | Kerala | Search,ipl_promo_home_appliances_kerala_search,Home Appliances,Search,Conversion,India,Kerala,Karthik Rao,Mapped,Standard mapping applied
MAP0472,IN_YO_1058,Festive Cashback | Fashion | Maharashtra | Programmatic,festive_cashback_fashion_maharashtra_programmatic,Fashion,Programmatic,Consideration,India,Maharashtra,Divya Menon,Mapped,Standard mapping applied
MAP0473,IN_ME_1053,Republic Day | Electronics | Uttar Pradesh | Social,republic_day_electronics_uttar_pradesh_social,Electronics,Social,Conversion,India,Uttar Pradesh,Aarav Sharma,Mapped,Standard mapping applied
MAP0474,IN_ME_1022,Republic Day | Electronics | Kerala | Video,republic_day_electronics_kerala_video,Electronics,Video,Awareness,India,Kerala,Vikram Iyer,Mapped,Standard mapping applied
MAP0475,IN_ME_1056,New Year | Home Appliances | West Bengal | Video,new_year_home_appliances_west_bengal_video,Home Appliances,Video,Retention,India,West Bengal,Priya Reddy,Mapped,Standard mapping applied
MAP0476,IN_LI_1035,Back to College | Travel | Maharashtra | Video,back_to_college_travel_maharashtra_video,Travel,Video,Consideration,India,Maharashtra,Sanjay Verma,Mapped,Standard mapping applied
MAP0477,IN_DV_1044,Summer Savings | Travel | Rajasthan | Programmatic,summer_savings_travel_rajasthan_programmatic,Travel,Programmatic,Retention,India,Rajasthan,Ananya Singh,Mapped,Standard mapping applied
MAP0478,IN_GO_1058,New Year | Electronics | Karnataka | Programmatic,new_year_electronics_karnataka_programmatic,,,Conversion,India,Karnataka,Neha Gupta,Missing Mapping,Business unit/channel not mapped
MAP0479,IN_LI_1016,Festive Cashback | Travel | Karnataka | Social,festive_cashback_travel_karnataka_social,Travel,Social,Conversion,India,Karnataka,Meera Nair,Mapped,Standard mapping applied
MAP0480,IN_LI_1010,Monsoon Deals | Grocery | Telangana | Video,monsoon_deals_grocery_telangana_video,Grocery,Video,Consideration,India,Telangana,Neha Gupta,Mapped,Standard mapping applied
MAP0481,IN_YO_1043,Holi Offer | Grocery | Delhi NCR | Search,holi_offer_grocery_delhi_ncr_search,EdTech,Search,Consideration,India,Delhi NCR,Meera Nair,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0482,IN_DV_1070,New Year | Fashion | Tamil Nadu | Display,new_year_fashion_tamil_nadu_display,Fashion,Display,Conversion,India,Tamil Nadu,Aarav Sharma,Mapped,Standard mapping applied
MAP0483,IN_YO_1003,Holi Offer | Electronics | Karnataka | Programmatic,holi_offer_electronics_karnataka_programmatic,Beauty,Programmatic,Consideration,India,Karnataka,Aarav Sharma,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0484,IN_DV_1063,Republic Day | Home Appliances | Delhi NCR | Programmatic,republic_day_home_appliances_delhi_ncr_programmatic,Home Appliances,Programmatic,Retention,India,Delhi NCR,Aarav Sharma,Mapped,Standard mapping applied
MAP0485,IN_LI_1069,New Year | Travel | Tamil Nadu | Display,new_year_travel_tamil_nadu_display,Travel,Display,Awareness,India,Tamil Nadu,Rohan Patel,Mapped,Standard mapping applied
MAP0486,IN_GO_1026,Holi Offer | EdTech | Gujarat | Display,holi_offer_edtech_gujarat_display,EdTech,Display,Retention,India,Gujarat,Karthik Rao,Mapped,Standard mapping applied
MAP0487,IN_DV_1005,Wedding Season | Electronics | Karnataka | Display,wedding_season_electronics_karnataka_display,Electronics,Display,Awareness,India,Karnataka,Priya Reddy,Mapped,Standard mapping applied
MAP0488,IN_GO_1044,Wedding Season | Beauty | Uttar Pradesh | Display,wedding_season_beauty_uttar_pradesh_display,Beauty,Display,Awareness,India,Uttar Pradesh,Meera Nair,Mapped,Standard mapping applied
MAP0489,IN_LI_1005,Back to College | Fashion | Rajasthan | Programmatic,back_to_college_fashion_rajasthan_programmatic,Fashion,Programmatic,Awareness,India,Rajasthan,Neha Gupta,Mapped,Standard mapping applied
MAP0490,IN_GO_1013,Monsoon Deals | Electronics | Tamil Nadu | Social,monsoon_deals_electronics_tamil_nadu_social,Electronics,Social,Retention,India,Tamil Nadu,Divya Menon,Mapped,Standard mapping applied
MAP0491,IN_GO_1044,Festive Cashback | Fashion | Rajasthan | Search,festive_cashback_fashion_rajasthan_search,Fashion,Search,Retention,India,Rajasthan,Rohan Patel,Mapped,Standard mapping applied
MAP0492,IN_LI_1023,Republic Day | EdTech | Uttar Pradesh | Social,republic_day_edtech_uttar_pradesh_social,EdTech,Social,Awareness,India,Uttar Pradesh,Priya Reddy,Mapped,Standard mapping applied
MAP0493,IN_YO_1013,Wedding Season | Fashion | Uttar Pradesh | Programmatic,wedding_season_fashion_uttar_pradesh_programmatic,Fashion,Programmatic,Conversion,India,Uttar Pradesh,Ananya Singh,Mapped,Standard mapping applied
MAP0494,IN_DV_1061,Diwali Sale | Fashion | Karnataka | Search,diwali_sale_fashion_karnataka_search,Fashion,Search,Awareness,India,Karnataka,Ananya Singh,Mapped,Standard mapping applied
MAP0495,IN_DV_1064,Festive Cashback | Travel | Tamil Nadu | Search,festive_cashback_travel_tamil_nadu_search,Travel,Search,Awareness,India,Tamil Nadu,Vikram Iyer,Mapped,Standard mapping applied
MAP0496,IN_DV_1047,Summer Savings | Electronics | Maharashtra | Programmatic,summer_savings_electronics_maharashtra_programmatic,Electronics,Programmatic,Conversion,India,Maharashtra,Ananya Singh,Mapped,Standard mapping applied
MAP0497,IN_ME_1023,Summer Savings | Electronics | Delhi NCR | Social,summer_savings_electronics_delhi_ncr_social,Beauty,Social,Conversion,India,Delhi NCR,Ananya Singh,Incorrect Mapping,Campaign mapped to wrong business unit
MAP0498,IN_ME_1007,Republic Day | Beauty | West Bengal | Display,republic_day_beauty_west_bengal_display,Beauty,Display,Retention,India,West Bengal,Neha Gupta,Mapped,Standard mapping applied
MAP0499,IN_GO_1026,Wedding Season | Beauty | Tamil Nadu | Programmatic,wedding_season_beauty_tamil_nadu_programmatic,Beauty,Programmatic,Conversion,India,Tamil Nadu,Meera Nair,Mapped,Standard mapping applied
MAP0500,IN_ME_1010,New Year | EdTech | Karnataka | Social,new_year_edtech_karnataka_social,EdTech,Social,Consideration,India,Karnataka,Aarav Sharma,Mapped,Standard mapping applied
